,text,label,target
584,জবাই দিতে দিতে অভ্যাস হইয়া গেসে।,Hateful,1
585,আমেরিকা যাওয়ার পথে রায়হানের স্বপ্ন তছনছ করে দিলো যমদূত আকবর। ,Hateful,1
586,"অন্ধকারে ভেসলিন ভেবে ফেবিকল লাগিয়ে সহবাস, তারপরের দৃশ্য হাসপাতালে।",Hateful,1
587,"বল সাত তালা বিল্ডিং। সাত তালা বিল্ডিং , কুত্তায় তোর ডারলিং। ",Neutral,0
588,"ঐ যে বাংলাদেশ ঐ দিকে, বাইচা থাকিস নইলে ফাটাইয়া দিবো। ",Hateful,1
589,মসজিদের ১২ টার এলান শোনার পর যখন মনে পরে আজ শুক্রবার গোসল করতে হবে। ,Neutral,0
590,দীর্ঘদিন স্কুল-কলেজ বন্ধ থাকায় হাত খরচ না পাওয়া স্টুডেন্টদের বর্তমান অবস্থা|,Neutral,0
591,আমাদের পারমানবিক ইস্যু নিয়ে আপনি এতো নাক গলান কেন?,Neutral,0
592,বাংলাদেশ সরকার রক্তাক্ত গোপন যুদ্ধে লিপ্ত।,Hateful,1
593,"আমি আজকে জানলাম এই টুপির ব্যবহার, এতদিন আমি উল্টো পরছি। ",Neutral,0
594,"ইমোশনাল হলে চলবেনা, প্রেম জীবনে বারবার আসবে। ",Neutral,0
595,"আবার মুতের চাপ দেওয়ার পর আমি, এইডা কোনো কাম হইলো? ",Hateful,1
596,ছাত্রলীগ নিয়ে উল্টাপাল্টা পোস্ট করায় ফুডপান্ডার লোক সেজে আসা ছাত্রলীগ কর্মী। ,Hateful,1
597,"ঐ আবুইল্লা বলতো আমর বমি বমি ভাব হচ্ছে এর ইংলিশ কি? আরে রাখেন আপনার ইংলিশ, আগে মিষ্টি খাওয়ান আপনি মা হতে চলেছেন। ",Neutral,0
598,"রোহিঙ্গাদের করোনা সংক্রমন কম, কারন উদঘাটন করা প্রয়োজন। ",Hateful,1
599,সাভারের দূর্ঘটনা তেমন কিছু নয়। আপনারে পাগলা গারদ থেকে একলা ছাড়ছে কিডা? ,Neutral,0
600,রাজাকারের তালিকা নিয়ে প্রধানমন্ত্রী চিন্তিত। ,Hateful,1
601,দিহানকে ও হার মানালো শাহাবুদ্দীন মোর্শেদার ভয়ংকর করুন পরিনতি। ,Hateful,1
602,ব্যাচেলর ছেলেকে বাসার ছাদে দুই বালতি ভেজা কাপড় শুকাতে দিতে দেখার পর। ,Neutral,0
603,মেয়েরা বিয়ের সময় ঘোমটা দিয়ে থাকে কেন?  যাতে কোন ছেলে বলতে না পারে ঐঁটা আমার এক্স গার্লফ্রেন্ড ছিলো। ,Neutral,0
604,"প্রথম কোন ওয়াজ, সাহস থাকলে শুনো, ওলট পালট হয়ে যাবে। ",Hateful,1
605,এই খানকি মাগি নাকি নিজ ইচ্ছায় মুসলমান থেকে হিন্দু হয়েছে।,Hateful,1
606, তুমি এত কম পড়াশোন করো কেন? কারন পড়তে বসলে আমার মাথাব্যাথা করে। ,Neutral,0
607,"তেমন কিছু না, বছরের প্রথমবার ব্যাডমিন্টন খেলে সকালে ঘুম থেকে ওঠার পর। ",Neutral,0
608,দেলোয়ার হোসেন এর রিমান্ডে পৈশাচিক আচরণ আর আরিফ এর রিমান্ডে সৌহার্দ্য। এ পার্থক্য কেন? ,Hateful,1
609,"সরকারি চাকরি ছাড়া মেয়ে বিয়ে দিবোনা বলার পর, সরকারি চাকরি নিয়ে তার মেয়েকে বিয়ে করার পরের দিন চাকরি ছেড়ে দিয়ে। ",Neutral,0
610,"দোস্ত তুই ৫ মিনিট দাড়া আমি নামতেছি, ২৬ মিনিট পর খানকির পোলা তোর ৫ মিনিট হয়না? ",Hateful,1
611,হাসিমুখে পোজ দিয়ে বিএসএফের হাতে নিহত দুই অভাগা বাংলাদেশির লাশ গ্রহণ করছে আমাদের সীমান্ত রক্ষী বাহিনীর বীর অফিসার।,Hateful,1
612,"সৎ,নির্বীক, তরুণ প্রজন্মের আইকন, শত রমনীর হৃদয়ের জঙ্কার। ",Neutral,0
613,সজিব ওয়াজেদ জয়ের ১০ টি একাউন্ডে যে পরিমান টাকা আছে তা দিয়ে ২০ টা পদ্মা সেতু হবে। এরা সব চোরের দল। ,Hateful,1
614,৯২% মুসলমানদের দেশ বাংলাদেশে আজ মুসলিমরাই আওয়ামীলীগ নাম কুকুর দ্বারা নির্যাতনের স্বীকার। ,Hateful,1
615,১০ দিনের প্রেমের জন্য তাকে কষ্ট দিয়ো না যে তোমায় ১০ মাস গর্ভে ধারণ করেছে। ,Neutral,0
616,"সেই মানুষগুলা ভাগ্যবান, মন খারাপের সময়ে যাদের কথা বলার মত একটা বন্ধু থাকে। ",Neutral,0
617,"শান্তিতে ইউটিউব দেখার সময়, তর কি ক্ষুধা লাগছে? ",Neutral,0
618,"ঐ যে খুনি খুনি, ধর ধর। খুনিকে ধরে ওকে পিটিয়ে মারতে হবে। ",Hateful,1
619,যখন বাবা বাড়িতে থাকে আর আমার অপছন্দের রান্নাও জোর করে খেতে হয়। ,Neutral,0
620,"ছোট ভাইকে যখন ৫ টাকার লোভ দেখিয়ে আমার কিছু কাজ করে দিতে বলি, তখন সে বলে,তুই কি আমারে ফুতপাতের ফকির পাইছ? ",Neutral,0
621,আল্লামা আহমদ শফীকে নিয়ে অনভিপ্রেত বিতর্ক বন্ধ করুন। ,Hateful,1
622,"জামাই কল দিয়ে, বাসায় আসতেছি খাবার টা গরম করে রাখো, তখন সদ্য বিয়ে হওয়া নিব্বি। ",Neutral,0
623,দাড়ানো লোকটি পৃথিবীর সব থেকে বড় বোকাচোদা।,Hateful,1
624,গোপাল ওরা কারা যারা ফেসবুকে প্রোফাইল লক করে রাখে? মহারাজ ওরা হলো রোহিঙ্গা। কেউ যাতে চিনতে না পারে। ,Neutral,0
625,ইমন আমার এক্স স্বামী। ইমন তোমাকে আমি এখনো ভালোবাসি। ,Neutral,0
626,"পহেলা বৈশাখ পালনে ঈমান নষ্ট হয় না। যে দেশে ইনুর মত মাওলানা থাকে, সেই দেশে শয়তানের দরকার নাই।",Hateful,1
627,"কেমনডা লাগে, এই গ্রুপে আমারে কেউ চিনে না। ",Neutral,0
628,রোহিঙ্গা গণহত্যার প্রতিবাদে মায়ানমার দূতাবাস ঘেরাও। ,Hateful,1
629,বিনা চিকিৎসায় জনগনকে মৃত্যুর দিকে ঠেলে দিয়ে নেতারা দেশ ছেড়ে বিদেশে চিকিৎসার জন্য পালাচ্ছে।,Hateful,1
630,"পুলিশের সঙ্গে বিএনপি নেতাকর্মীদের সংঘর্ষ, অগ্নিসংযোগ।",Hateful,1
631,শেষ কবে মন খুলে হেসেছিলেন? মনে করতে পারবে কি ?,Neutral,0
632,"তারপর মনে মনে ভাবলাম,  ও কি আমার কাছ থেকে টাকা চাইব? ",Neutral,0
633,ছেলেদের যা পছন্দ আর মেয়েদের যা পছন্দ। ,Neutral,0
634,আওয়মীলীগ ছাড়া বাংলাদেশের সবাইকে গণহারে জঙ্গি উপাধি দিয়েই ফেঁসে গেছে আওয়ামীলীগ। ,Hateful,1
635,"সাঈদীর রায়ের পর যত মানুষ শহীদ হয়েছেন, তত জন মানুষ তোমার বাবার জানাযায়ও হয় নি।",Hateful,1
636,"ভাস্কর্য নিয়ে প্রকাশ্যে ছাত্রলীগের হামলা,এরা ছাত্রলীগ না, এরা দেশের কুত্তালীগ। ",Hateful,1
637,কার হবে এই ট্রফি? শেষ্ঠা নাকি মোহরের? ,Neutral,0
638,"কিছুক্ষন পর মুত বলে, একবার এসেছিলাম বালে আর আসবো না নাকি? ",Hateful,1
639,"এটা কেবলই নূরুল হকের ছবি নয়, এ যেন বর্তমান বাংলাদেশের প্রতিচ্ছবি।",Hateful,1
640,"রেজাল্টের পর মিষ্টি খাবে বলে চিল্লাতে থাকা আমার বান্ধবী, মিষ্টি খাওয়াবো না বলে ৩ বিষয়ে ফেল করা আমি। ",Neutral,0
641,ইউনিভার্সিটি নাকি গরুর হাট? এইসবের মানে কি ভাই? ,Neutral,0
642,"যারা মুসলিম নাম দেখলেই মনে করে জঙ্গী, তারাই কি সবচেয়ে বড় জঙ্গী নয়? ",Hateful,1
643,এই কুত্তার বাচ্চা এখানে ময়লা ফেলাস কেন? ,Hateful,1
644,"একজন মানবিক সিরিয়াল বলাতকার কারীর ইতিহাস, ছাত্রদের কষ্ট আমি বুঝ, ওরা যাতে ব্যাথা না পায় তাই থুথু দিয়া করি। ",Hateful,1
645,"বিটিএস নিয়ে মিম বানানোর পর, এবার একটু সাবধানে থাকতে হবে। ",Hateful,1
646,"বাংলাদেশ ও পাকিস্তান দখল করে অখন্ড ভারত হবে, দখল পরে আগে বগলের বাল কাটতে শিখো। ",Hateful,1
647,আমার সর্বনাশ হইয়া গেছে। আমার হোগা মারা শ্যাষ।,Hateful,1
648,টাইটানিক ডুবার কারণ যদি আইসবার্গ হয় তাহলে পড়ালেখা ডুবার কারণ জুকারবার্গ। ,Neutral,0
649,"প্রতি বছর ঐ এক কেচ্ছা ভোর ৪ টায় আমার কাঁচা ঘুম ভাঙ্গিয়ে এক মহিলাকে দিয়ে পেঁদানি খাওয়ানো, এটা কিন্তু আমি পছন্দ করি না। ",Hateful,1
650,কিছু বিখ্যাত মানুষ ও তারা যা বন্ধ করেছেন। ,Neutral,0
651,"এক বালিশে দুই মাথা, ফালু আর খালেদা। ",Hateful,1
652,আমি জুয়ান একটা মাইয়া বুড়া জামাই দেইখা আমায় বাবায় দিছে বিয়া। ,Hateful,1
653,"জীবনে ব্রেক আপ সবচেয়ে কষ্টের, পরীক্ষায় ৭৯ পাইছো কখনো? ",Neutral,0
654,"স্বামী স্ত্রীর মধ্যে তুমুল ঝসড়া। বাদ দাও, বাদ দাও আমি তোমাকে কখনো ভয় পাই না। ",Hateful,1
655,স্ত্রীর সাথে সম্মতি ছাড়া যৌন সম্পর্ককে ধর্ষণ হিসেবে গন্য করায় স্ত্রীরা যে কোনো সময় স্বামীদের নামে মামলা করে দিবে। ,Hateful,1
656,"দিল্লির মসজিদ বাঙ্গার জন্য হনুমান হয়ে গেলো, হনুমান হয়ে গেল দিল্লির মসজিদের মিনারে সেই ছেলেটি। ",Hateful,1
657,"বদলা নিতে মরিয়া পাকিস্তান,  ছেড়ে দিবে না তারা। ",Hateful,1
658,ইসলাম বিদ্বেষী সাহিত্যের অগ্রদূত রবীন্দ্রনাথ। ,Hateful,1
659,"ভাত দে হারামজাদা নইলে মানচিত্র খাবো, একি বললেন কবি? ",Hateful,1
660,"বুকে আয় ভাই,  তোর জন্যই তো অপেক্ষা করছি। ",Neutral,0
661,"কপালে তিলক দিলেন, গনেশের পূজাও করলেন, তবুও শেষ রক্ষা হল না, ফেঁসে গেলেন সালমান খান। ",Hateful,1
662,মেনশন করুন তাকে যার বাসর ঘরে আপনি সিসি ক্যামেরা লাগাতে চান। ,Neutral,0
663,"যাদের বিয়ে,  প্রকৃত পক্ষে যাদের জন্য বেশির ভাগ বাঙালি বিয়ে বাড়িতে যায় । ",Neutral,0
664,"আনুশকার মায়ের অভিযোগ, থানায় বিরিয়ানি খাচ্ছিলো দিহান। ",Hateful,1
665,"যারা কোচিং এর নাম করে ডেটিং এ যায় এরা হলো সাদিয়া , মিম, নুসরাত। ",Neutral,0
666,"যেতে যেতে ভাবলাম, টাকা চাইলে তাকে বলব, চুটকি দিয়ে তোর পুটকি মাইরা দিমু। ",Hateful,1
667,"সিসি ফুটেজ থেকে একি চাঞ্চল্যকর তথ্য বেরিয়ে এলো, দেখুন টানা দের ঘন্টা আনুশকার সাথে তারা যা করছিল। ",Hateful,1
668,এতো কষ্ট কষ্ট লাগে কেনো অন্তরে? ,Hateful,1
669,জনগণের ভোটাধিকার ধ্বংসকারী নির্বাচন কমিশন এখন রাজনৈতিক দল নিবন্ধনের নামে কালো-কানুনের মাধ্যমে গণতান্ত্রিক রাজনীতি ধ্বংসের পাঁয়তারার বিরুদ্ধে রুখে দাঁড়াও। ,Hateful,1
670,"পৃথিবীর সবচেয়ে সুখী মানুষ হচ্ছে পাগল। নিজেও ঠকে না, কাউকে ঠকায়ও না। ",Neutral,0
671,"ভয় পেলেই আপনি পরাজিত, সেই জন্যই ওরা আপনাকে ভয় দেখায়। ",Hateful,1
672,"তিন তালাকে বিচ্ছেদ নয় , মুছে যাক সংশয় একটি ধর্ম বিরোধী স্লোগান। ",Hateful,1
673,"আনুশকার মায়ের পা ধরে দিহানের আজব প্রস্তাব, মৃত্যুর বিষয়টি ধামাচাপা দিতে যে কান্ড ঘটায় দিহান। ",Hateful,1
674,মেয়েরা পুরুষের আউটলুক এর চেয়ে কন্ঠের প্রেমে বেশি পড়ে। ,Neutral,0
675,এরই মাঝে কেউ একজন পুলিশকে জানায়। ,Neutral,0
676,আহারে এমন ইমাম বুকারীর হাদিছ গিল্যা গিল্যা মোছলেম বড় হয়? নাকি অবলা হয়? ,Hateful,1
677,"প্রেমিকার বিয়ে শুনে আত্মহত্যা করতে চায়, বন্ধু গান গাওয়ার আশ^াস দিয়ে গান গাওয়াইল। ",Hateful,1
678,মুফতি ইলিয়াস ও জাকির নায়েক এই দুই হিন্দুবিদ্বেষী ভন্ডকে ভারত ছাড়া করা হোক। ,Hateful,1
679,"পৃথিবীতে দুইজন মানুষ আমাকে সুন্দর বলে, আমার মা আর কাপড়ের দোকানদার। ",Neutral,0
680,এই নির্যাতনের জবাব কি কাল ব্যালটের মাধ্যমে দিতে পারবেন না? ,Hateful,1
681,৭৫ হামলার আসামী কে এই গডফাদার কালা মন্দির? ,Hateful,1
682,"আর জীবনেও আমার বিয়ে হবে না, এটা ভাবতে ভাবতে ডিপ্রেশনে চলে যাওয়া আমি। ",Neutral,0
683,তোমার আমার গোপন পীরিত।  সে কি ভোলা যায় শালী? ,Hateful,1
684,বন্ধুকে সাজেক নিয়ে আসলাম। কারণ আমি তার চ্যাট লিস্টের ২য় ব্যক্তি। ,Neutral,0
685,টপারকে দেখে নৈর্বক্তিক নকল করার পর ভালো নম্বর পেয়ে যখন মা-বাবাকে দেখাই। ,Neutral,0
686,আনুশকা ও দিহানের মোবাইলে থাকা ভয়ঙ্কর কিছু তথ্য পাওয়া গেলো। ,Hateful,1
687,"তোমার সাথে আমার সম্পর্ক লুঙ্গির ঘিটটুর মতো, ঢিলা হইলে কেয়ামত। ",Hateful,1
688,সুদীপ্ত হত্যার দুই বছর। বিচারের বানী নিভৃতে কাধে। ,Hateful,1
689,এখানে কতোগুলো আঙুল আছে কে কে বলতে পারবে?,Neutral,0
690,এ কেমন অবস্থা? মাদ্রাসায়ও ধর্ষণ। ,Hateful,1
691,এই নিষেধাজ্ঞার ফলে দরিদ্র দেশগুলোকে করোনা টিকার জন্য কয়েক মাস অপেক্ষা করতে হতে পারে। ,Hateful,1
692,"ছোটবেলায় যারা এদের গয়ে ঢিল মেরেছে, তারাই আজ সিঙ্গেল এদের অভিশাপে। ",Hateful,1
693,"দেখো, তুমি আমার মন-প্রান দুটোই পাবে। ",Neutral,0
694,"আগের মহিষাসুর কে দেখলে বাচ্চাদের ভয় পেয়ে জ¦র উঠে যেত,  আর এখনের মহিষাসুর কে দেখে মেয়েরা ক্রাশ খাচ্ছে। ",Neutral,0
695,রোহিঙ্গাদের ওপর মরিচের গুড়া ও গ্রেনেড ছুড়ছে ভারত।,Hateful,1
696,"আব্বু আমাকে বাড়ি থেকে বের করে দেওয়ার সময় যখন দেখি বড় ভাইয়া আজকে ফ্যামিলি নিয়ে আমাদের বাড়িতে বেড়াতে এসেছে, তখন আমি। ",Neutral,0
697,কিরে আয় খেলবি না? না আপনার শরীরে কুত্তা মরা গন্ধ। গোসল করি না তাই হয়তো। ,Hateful,1
698,ফাইল আদান প্রদান করতে চাই। ঠিক আছে কিন্তু তার আগে এইটা দেখো। ,Neutral,0
699,"অ্যাসাইনমেন্ট চাইছি, তাতে কি দোষ হইয়া গেছে নাকি? ",Neutral,0
700,৪ টি সাজ সজ্জা মহিলাদের জন্য নিষিদ্ধ (হারাম) । ,Hateful,1
701,"কারও সাপোর্ট না পেয়ে, ডিপ্রেশনে চলে যাওয়া চাচাতো ভাই। ",Neutral,0
702,খানকির পোলা তোরে আমি খুইজা বেড়াইতাছি।,Hateful,1
703,রবীন্দ্রনাথ লেখায় রবীন্দ্রনাথের ছবি। ,Neutral,0
704,আয় ভাই বুকে আয়। তোরে একটু আদর করি আয়। ,Neutral,0
705,যখন বৃষ্টি নামে। তখন তাদের অবস্থা। ,Neutral,0
706,"মাইর খাওয়ার পর বুঝলাম ছোট ভাইয়ের ফর্ম এখনও আছে আর সে-ই বাবাকে ঘঁটনা বলেছে, তখন আমি , তুই ভাই না চুদির ভাই। ",Hateful,1
707,"কপিবাজের শাস্তি, মুখ সেলাই করে মুখ বন্ধ করে দেয়া।",Hateful,1
708,"ধর্মদ্রোহী ব্লগার রাজীবের জন্য দোয়া না করায় মাদ্রাসা বন্ধ করেছিল ইলিয়াস মোল্লা, ইমাম-মুয়াজ্জিনকে করেছিল চাকরিচ্যুত। ",Hateful,1
709,ফ্রান্সে রাসুল (সঃ) কে নিয়ে ব্যাঙ্গ চিত্র। ,Hateful,1
710,যদি তোর ডাক শুনে কেউ না আসে তবে একলা চলো রে। ,Neutral,0
711,ভারতকে গুরুত্ব না দিলেতো আওয়ামীলীগ ক্ষমতায় টিকে থাকতে পারবে না। ,Hateful,1
712,হাতের ফিমার ভেংগে চুরমার এই দিয়া হ্যান্ডেল মারব কেমনে? ,Hateful,1
713,কুলাঙ্গার মেজর শাকিলের জীবন কাহিনী। ,Hateful,1
714,"২৮ অক্টোবর ২০০৬ আওয়ামী হায়েনাদের নৃশংসতায় কেঁদেছে মানুষ, কেঁদেছে বিশ। ",Hateful,1
715,"পুরানো হলেও গাছ কেটো না, ফল না দিলেও ছায়া দিবে। বাবা-মায়ের বয়স হলেও অবহেলা করো না, টাকা রোজগার না করলেও বাচ্চাকে সংস্কার দেবে। ",Neutral,0
716,শেখ হাসিনা নিজের ঘর ইহুদি রেখে অন্যের ঘরে ইহুদি খোঁজার চেষ্টা করছেন। ,Hateful,1
717,"সেই সময় বন্ধু কল দিয়া ডাকলো, দোস্ত এদিক একবার আয় তো। ",Neutral,0
718,সেই মুহুর্ত যখন ফুচকাওয়ালা তোমায় দাঁড় করিয়ে রেখে পাশের জনকে ফুচকা দেয়। ,Neutral,0
719,"পূজি ধর্মকেও গ্রাস করে, তাই হ্রিং¯্র পুজিবাদ কে প্রতিরোধ করুন।  ",Hateful,1
720,চিস্তা চুক্তিতে সময় লাগতে পারে তবে প্রতিরক্ষা চুক্তি বা ভারতকে ট্রানজিট দেয়ার চুক্তিতে কোন সময় লাগবে না। ,Hateful,1
721,তৌহিদ আফ্রিদি অপেক্ষা করছে কবে সে গরিব মানুষদের টাকা ও ত্রান দিয়ে সাহায্য করার ভিডিও ইউটিউবে আপলোড দিয়ে শো-অফ করবে। ,Neutral,0
722,ভারতীয়দের পুশব্যাকের নিউজ বন্ধ করতেই সীমান্তে মোবাইল নেটওয়ার্ক বন্ধ করেছে হাসিনা। ,Hateful,1
723,"যখন আমি ক্লাসে বিরিয়ানি নিয়া আসি, দোস্ত একটু দে বলা হয়নার দল। ",Neutral,0
724,"আমারে ছাইরা দে, আমি ওর সাথে চলে যাই। ",Neutral,0
725,"মানচিত্র বদলাব না, ভারতকে সাফ জানিয়ে দিল নেপাল। ",Hateful,1
726,ছেলেদের সকল নষ্টের মুল হলো মেয়েরা। ,Neutral,0
727,"আর বাচতে চাই না আমি, তুলে নাও নইলে মই দাও উঠে যাই। ",Hateful,1
728,"গতকাল গোসল করা বড় ভাই, বুঝবি এবার কেমন লাগে। ",Hateful,1
729,শীতের সকালে যখন কেউ আপনার রুমের জানালা খুলে চলে যায়। ,Neutral,0
730,"খুলনা মহানগরীতে চলতি মাসে একাধিক চুরি, ছিনতাই, ডাকাতি ও সন্ত্রাসের ঘঁনা ঘটলেও আইন-শৃঙ্খলা রক্ষাকারী বাহিনী অপরাধীদের শনাক্ত করতে পারেনি। ",Hateful,1
731,বড়ই অপমানিত হলাম। এমন অপমান আর সহ্য হয় না। ,Hateful,1
732,"ডাঃ জাকির নায়েক একটা ভন্ড। এই হলো ইহুদিদের দালাল, তার সব কথা বিশ^াস করবেন না। ",Hateful,1
733,"বোর্ড পরীক্ষায় যখন কোনো শিক্ষক নম্বর ৭৯ দেয়, দিলে কি কোনো মায়া-মহব্বত নাই। ",Neutral,0
734,সারাবছর ভালো আছো নি জিজ্ঞেস করার সময় পাওনা। আজকে আইছে ফ্রেন্ডশিপ ডে মারাইতে। ,Neutral,0
735,"ছাত্রলীগের সাথে যুক্ত হওয়ার পর সদ্য যুক্ত হওয়া সদস্য, দা,ছুরি, বটি আমদের সাথে রাখা লাগবো। ",Hateful,1
736,বাঙালী মেয়ে টিউলিপ এর অশালীন পোশাক ব্রিট্রিশ পোশাককেও হার মানিয়েছে। ,Hateful,1
737,আমার  ছেলেকে একটা মুরগির রান দেন। ,Neutral,0
738,"রং তো মানুষই বদলায়, গিরগিটি শুধু শিখিয়েছিল মাত্র। ",Neutral,0
739,"জানি আরো মোটা হয়ে যাবো, তাও কোকাকোলা খাওয়া ছাড়বো না। ",Neutral,0
740,"হ্যালো, আই ডিপজল কইছি, তুই কেডা? তুই যারে পাটক্ষেতে ডাকো সেই। ",Hateful,1
741,নির্বাচনের আগে হচ্ছে না পদ্মা সেতু। বড় বড় বুলি দিয়ে কাউয়া এখন ভারতে।,Hateful,1
742,"তেমন কিছু না, ঐ মেয়েকে বোঝাচ্ছ যে, বেশি নজর দেয়া ভালো না পাপ হয়। ",Hateful,1
743,জন্ম মাস অনুযায়ী উনার সাথে কে কি খাবেন? ,Neutral,0
744,আল্লামা মামুনুল হককে নষ্ট ভ্রষ্ট ছাত্রলীগ সভাপতি মামুনুল হকদের বুড়িগঙ্গায় ভাসিয়ে দেওয়ার হুমকি। ,Hateful,1
745,আমার তো হোগা মারা শ্যাষ।  আমার মাথা নষ্ঠ।,Hateful,1
746,দীর্ঘদিন পরে বন্ধুর সাথে কথা বলার সময়। ,Neutral,0
747,রাস্তা দিয়ে কোন মেয়ে হেটে যাওয়ার সময় আমার বন্ধদের অবস্থা।   ,Neutral,0
748,"সাংবাদিকরা বদমাইশ, লম্পট, খবিশ ও চরিত্রহীন- মন্ত্রী মহসিন আলী। ",Hateful,1
749,রানু মন্ডল কে সবার সামনে কোয়েল মল্লিক জুতো ছুড়ে মারলেন। ,Hateful,1
750,এমসি  কলেজের সেই ছাত্রলীগ ধর্ষনকারী সেই কুত্তার বাচ্চাদের দেখূন। ,Hateful,1
751,আলেম হত্যার এ কোন নারকীয় উৎসব। এসব গণহত্যার বিচার চাই। ,Hateful,1
752,বিরোধীদলের নেতা কর্মীদের হত্যা করার জন্য অস্ত্র চালানো প্রশিক্ষন দিচ্ছেন জাহাঙ্গীর নগর বিশ^বিদ্যালয়ের সাবেক ছাত্রলীগ নেতা তুহিন। ,Hateful,1
753,যখন পাসপোর্ট সাইজ ছবি লাগে। তখন এভাবেই পাসপোর্ট সাইজ ছবি তুলে অতিবুদ্ধিমানরা। ,Neutral,0
754,ভাই আমার বিয়ে করার সাধ মিটে গেছে। ,Neutral,0
755,বুয়েট শিক্ষার্থী আবরার ফাহাদ হত্যার সাথে জড়িতদের সর্বোচ্চ শাস্তি নিশ্চিত কর। ,Hateful,1
756,"গণপরিবহনে হত্যা-ধর্ষণ, বাড়ছে আতঙ্ক। ",Hateful,1
757,সব সময় অপরের বিপদে তাকে সাহায্য করবে। পরীক্ষার সময় এই মানসিকতা কোথায় থাকে আপনার?,Neutral,0
758,"শিশুদের পাঠ্য বইয়ে যৌনতায় ভরা, এ দিয়ে কি শিখবে শিশুরা? ",Hateful,1
759,ঘঁটনার দিনের বর্ণনা দিলো তিন আসামি। ,Hateful,1
760,"মেয়েরাই প্রকৃত লুচ্চা, কারন বাসর ঘরে মেয়েরাই আগে গিয়ে বসে থাকে ছেলেরা তো পরে যায়। ",Hateful,1
761,যদি বাংলা ২য় পত্রে বাবার কাছে টাকা চেয়ে লেখা পত্রগুলো পড়ে বাবা টাকা পাঠাতো। ,Neutral,0
762,"খাওয়া দাওয়া চলাকালীন বৃহদান্ত্র বলে, চলো আমরা পায়খানা বানাই। ",Neutral,0
763,"শিবগঞ্জে পুড়ে যাওয়া এক বাড়ি, আতঙ্কে কাঁদছেন গ্রামবাসী।",Hateful,1
764,"আসল পড়া লেখার খবর নাই, সারাদিন কবি সাহিত্যিকের বই হাতে নিয়া ছবি তুলে, বই প্রেমিক ভাব ধরা লোক। ",Neutral,0
765,২/৩ মাস পর বন্ধুদের সাথে একটু আড্ডা দিতে যাওয়ার পর যখন কোনো কারন ছাড়াই বলে ট্রিট দে। ,Neutral,0
766,"আমি প্রেম করতে চাই, দেখে তো আমাদের হাসি পায়। ",Neutral,0
767,"একটা মেয়ে একটা ভালো ছেলের জীবন নষ্ট করে, পরে ঐ ছেলেটা আবার ১০ টা মেয়ের জীবন নষ্ট করে। ",Hateful,1
768,"সন্ধ্যার আগে বাসায় আসবি, কেন সন্ধ্যে সন্ধ্যে নামলে সে পালায়? ",Neutral,0
769,"আমরা সেই দেশে বাস করি, যে দেশে গম চোরেরা চারিত্রিক সার্টিফিকেট প্রদান করে। ",Hateful,1
770,"নিজের একটা ফেমাস ডায়লগ মেরে যান, যেটা আপনি সবসময় কথায় কথায় মারেন। ",Neutral,0
771,আনুশকার বান্ধবী সব তথ্য ফাঁস করলেন। ,Hateful,1
772,"জ¦ীন, তোমার ৩ টা ইচ্ছে বলো। পাশের বাসার ধনী প্রতিবেশীকে আমার বাবা বানিয়ে দাও। ",Neutral,0
773,শীর্ষস্থানীয় মন্ত্রীদের কান্ডজ্ঞানহীন মন্তব্য।,Hateful,1
774,যেখানে মানুষ বাস করে আর য়েখানে পশুরা বাস করে। ,Neutral,0
775,যখন আপনি দিনে ৬ বার হাত মারেন আর ৭ বার মারার ক্ষমতা আপনার নুনুর নাই। ,Neutral,0
776,আমাদের নতুন বিমান তিতলী ট্রাভেলসে আপনাকে স্বাগতম। ভুল বিমানে উঠে গেছি মনে হয়। ,Neutral,0
777,বাস্তব ঘটনার প্রেক্ষিতে লেখা একটি নষ্ট মেয়ের গল্প। ,Hateful,1
778,"দুঃখ দিলি কষ্ট দিলি মন তো দিলি না, লাগাতে দিয়েছিলাম ওট্ইা অনেক। ",Neutral,0
779,"ঢাকা ১৮ এর ভোট চুরির খবর,  ভোট চুরি করে সরকারি দল জয় লাভ করে। ",Hateful,1
780,মনের আকাশে মেঘ জমেছে। ,Neutral,0
781,তাতে আমার বাল ছেড়া গেলো। ,Hateful,1
782,ফেলানীর এই ছবি হোক আমাদের প্রতিবাদের ভাষা। আর কান্না নয় এখন চোখে জ¦লে উঠুক প্রতিবাদের আগুন। ,Hateful,1
783,পর্ণ দেখা অপরাধ নয়। তাহলে পর্ণ দেখলে কি হবে? ,Hateful,1
784,"মোনাজাতের মাধ্যমে মূর্তি উদ্ভোধন, বাপকে দুলাভাই ডাকার মত। ",Hateful,1
785,"যখন জিম্বাবুয়ে আমাদের সাথে হোম সিরিজ খেলতে আসে। আমরা মনে মনে, আহো ভাতিজা, আহো। ",Neutral,0
786,"বাংলাদেশে আল কায়েদার নেটওয়ার্ক ঢুকে গেছে, এমতাবস্থায় অস্ট্রেলিয়া দলের বাংলাদেশ সফর স্থগিত করা হলো। ",Hateful,1
787,"বার্ন ইউনিট ছিল বলেই এখনও ক্ষমতায় আছি, তোমরা দেখ পোড়া মানুষের এই তালিকা যাতে বন্ধ না হয়। ",Hateful,1
