,text,label,target
217,"কি করলাম জীবনে? না পেলাম প্রেম পত্র, না পেলাম মনোনয়ন পত্র। ",Neutral,0
218,"করোনাকালীন সময়ে ফুচকাওয়ালা যখন স্বাস্থ্যবিধি মেনে হাত প্রতিবার স্যানিটাইজ করে,মিনারেল ওয়াটার ব্যবহার করে ফুচকা বানায় আর কাস্টমার জিজ্ঞেস করে,আগের স্বাদ নই কেন মামা?",Neutral,0
219,খুনি জিয়ার তত্ত্বাবধানে সংগঠিত জেল হত্যাকান্ড। খুনিদের পুরস্কার হিসেবে পাঠানো হয় বিভিন্ত দূতাবাসে চাকরিতে।,Hateful,1
220,"তোর বয়সী মেয়ের বিয়ে হয়ে গেছে আর তুই এখনো মোবাইল টিপ। আন্টি আপনার মতো কতো মানুষ মরি মরি হুতি যায়, আপনি মরবেন কবে? ",Neutral,0
221,"মদ খাবো না খাবো চুল্লু রে, চুল্লুর প্যাকেট আমার কানে কানে কয়। ",Hateful,1
222,মানুষরূপী শয়তান। এই শয়তানরা প্রকৃত শয়তানের চেয়ে ভয়ংকর হয়। ,Hateful,1
223,টি দিয়ে যাদের নাম শুরু হয় তারা টাকা ছাড়া কিছুই বোঝে না। ,Neutral,0
224,পোলাপান খালি শয়তানি করে। ওদের কিভাবে শায়েস্তা করা যায়?,Hateful,1
225,ধর্ষনে অতিরিক্ত রক্তক্ষরণ ও আঘাত চলছে জবানবন্দি। ,Hateful,1
226,তুই আইছোত কেন? তোরে তো আমি দাওয়াত দেই নাই। ,Hateful,1
227,দেশকে আফগান বানালে তালেবান হওয়া স্বাভাবিক।,Hateful,1
228,"পাম দিস না, পাম দিস না,  আসল কথা বল। ",Neutral,0
229,"শালা এগুলো, ফেসবুক প্রোফাইল না ২ জনের কথোপকথন?",Hateful,1
230,বাংলাদেশ ব্যাংকের টাকা লোপাট চুর্নিকে আগেই জানানো হয়েছে বলে জানালেন গভর্ণর আতিউর। ,Hateful,1
231,"দিয়েছেন অনেক, প্রতিদানে এবার ভারতের সহযোগিতা চান শেখ হাসিনা। ",Hateful,1
232,"শ্যামল কান্তি ভক্ত বলেন তোদের আল্লাহ নাপাক, তোরাও নাপাক। নাউজুবিল্লাহ, শ্যামল কান্তির ফাঁসি চাই। ",Hateful,1
233,"সেই শিক্ষার কোনো দাম নেই, যেই শিক্ষায় মনুষ্যত্ব শেখায় না। ",Neutral,0
234,ক্লাসে ভালো গান পারো কেউ? জি¦ স্যার বল্টু পারে। তখন বল্টুর অবস্থা। ,Neutral,0
235,নিকা করবি মাগি?  নিকা করবি ? করবি নিকা ? ,Hateful,1
236,"এখানে পদার্থের তিনটি অবস্থা আমরা শিখতে পারি, উড়ন্ত বেলুন, ঝুলন্ত বেলুন আর পড়ন্ত বেলুন। ",Neutral,0
237,আনুশকা দিহান ইস্যু নিয়ে বাঘের গর্জন দিলেন বেনজির আহমেদ আইজিপি। ,Hateful,1
238,বাবা-মা মেয়েকে ডাক্তার বানানোর প্লান করছে আর মেয়ের মন অন্যদিকে। ,Neutral,0
239,"যায়াবেটিকসের রোগী প্রতিবার মিষ্টি খাওয়ার সময়, জনি আরো বেড়ে যাবে, তাও শেষবারের মত খেতে হবে। ",Neutral,0
240,"কামরুলের আশঙ্কা, বিএনপি নির্মুল না হলে আওয়ামীলীগের অস্তিত্ব বিপন্ন হবে।",Hateful,1
241,"যখন দেখি রুপা এখনো হিমুকে ভুলতে পারে নাই, তখন আমি, তুই এখনো বালডারে ভুলস নাই! ",Hateful,1
242,"কুদ্দুস যখন বলে,  ভাই আমার একটা সুন্দরী শালী আছে, যদি চান তাহলে আমি আমার শালীকে আপনার বিয়ের প্রস্তাবটা দিতে পারি। ",Neutral,0
243,আমি পরিক্ষা ছারা রেজাল্ট দিলেই দোষ। ,Neutral,0
244,"ছাত্রলীগ ধর্ষণ করে, শেখ হাসিনা কি করে? ",Hateful,1
245,"নতুন নামে ডাকো, তেল বাবাই হলে নতুন নাম। ",Hateful,1
246,"অনেক রাত হইছে শীত লাগতেছে খুব তাই আমি, যাই মুতি আসি হুতি পরি। ",Hateful,1
247,"খায়া দিসে, বাঘ মামা খায়া দিসে খায়া দিসে। ",Neutral,0
248,২০২০ সালের মধ্যেই ভারত দখল করবে আই এস।,Hateful,1
249,এখন কি করমু? ক্রিসমাসের পর লাগাদার আন্দোলনের ঘোষণা দেন। ,Neutral,0
250,"কোথায় আছ? ঠিক জানিনা, তবে এখন ৩০০ টাকার বাল্ব ১০০ টাকায় পাওয়া যায় কোম্পানির প্রচারের জন্য। ",Neutral,0
251,"মেয়েটাকে তারা বাঁচতে দিল না, মেয়েটাকে ওরা মেরেই ছাড়ল। ",Hateful,1
252,"জুমার নামাজের পর মোনাজাত ধরে আছি, আর জিলাপির প্যাকেটের দিকে নজর রাখছি। ",Neutral,0
253,জবা কি পারবে হ্যান্ডেল মারতে? ,Hateful,1
254,"দেখ ভাই আর যাই করছ, ফেনীর পোলাপাইনের সামনে চোখ নামাইয়া কথা কইচ। ",Hateful,1
255,"আজ গোসল করব না, গোসল না করে কই যাস। ",Neutral,0
256,"বড় কথা বলিস না, তুই যে শ্যাম্পু মাথায় দেও, সেই শ্যাম্পু দিয়ে গাড়ি পরিস্কার করি। ",Neutral,0
257,১০ কি.মি. হেটে বাবার বিরুদ্ধে অভিযোগ জানাতে থানায় মেয়ে। ,Neutral,0
258,"মুখ খুলছে দারোয়ান, দিহানের শাস্তি চান দিহানের বাবা। ",Hateful,1
259,স্ত্রীরা চাইলেই স্বামীর বিরুদ্ধে রেপ কেস করতে পারবে। মিলনের আগেই নিতে হবে অনুমতি। ,Hateful,1
260,"ছাত্র যখন বলে তার বাড়ি ভ্রাহ্মনবাড়িয়া আর স্যার তাকে বানান করতে বলে, তখন ছাত্র বলে, স্যার আমরা এখন ঢাকা থাকি। ",Neutral,0
261,"একি ভয়াবহ সত্য ফাস হলো, আদালতে কাদতে কাদতে একি বলল দিহান? ",Hateful,1
262,"ওদিকে আবার দেখি আমার পোস্ট এ আইসা একজন লিখছে, এটা কপি পেস্ট এরকম সেইম পোস্ট ১ মাস আগে দেখছি। ",Neutral,0
263,"কাটা ঘা, নুন আর পাশের বাড়ির আন্টি। মানে কাটা ঘায়ে নুনের ছিটা। ",Hateful,1
264,"তারপর কোনো কিছু বুজানোর আগেই আব্বু আমারে  একটা মাইর দিলো আর বললো, ঘুমা তারাতারি। ",Neutral,0
265,আওয়ামীলীগ বঙ্গবন্ধুকে পণ্য বানিয়ে ফেলেছে। ,Hateful,1
266,খা খা খা আমায় চুষে চুষে খা আমায় গিলে খা।,Hateful,1
267,"বাংলাদেশের একমাত্র সিরিয়াল কিলার মেজর জিয়া, ৪১৮৬ জন সামরিক কর্মকর্তাকে হত্যা করে মেজর জিয়া। ",Hateful,1
268,"শীতকালীন ছিনতাই, যা কিছু আছে দিয় দে নইলে পানি দিয়া ভিজাইয়া দিমু কিন্তু। ",Neutral,0
269,আরিফ ভাইয়ের দুধের মালাই। কিছুই বুঝলাম না। ,Neutral,0
270,একাউন্টিং পইড়া কি শিখলি বাবা? অহন আমি স্কেল ছাড়াই মার্জিন দেবার পারি।,Neutral,0
271,জাতীয় পতাকাকে পবিত্র জায়নামায বানিয়ে মান বাড়িয়েছেন? নাকি জাতীয় পতাকাকে কুত্তার গায়ে জড়িয়ে মান বড়িয়েছেন। ,Hateful,1
272,"নৌকা ভর্তি গুমের লাশ, কোন সাহসে ভোট চাস! ",Hateful,1
273,মেয়েদের ব্যাগ বিয়ের আগে  ও  বিয়ের পরে। ,Neutral,0
274,আমি নিজেও বিয়ে করব না আর আমার সন্তানদেরও বিয়ে করতে দেব না। ,Neutral,0
275,কখনো এই চিন্তা মাথায় স্থান দিবা না।,Hateful,1
276,"দোস্ত গায়ে হলুদের পরের দিন আমার বিয়ে দাওয়াত রইল, গায়ে হলুদ কোনদিন? বিয়ের আগের দিন। ",Neutral,0
277,পড়ালেখা পুটকি দিয়ে ঢুকিয়ে দেবো।,Hateful,1
278,"শিবির রগ কাটে আর ছাত্রলীগ মাথা কাটে, পুলিশ সেই মাথা খুঁজে বেড়ায়। ",Hateful,1
279,বউ হারালে বউ পাওয়া যায় কিন্তু ছেলেকে বাজার করতে দিলে বেঁচে থাকা টাকা কখনো ফিরে পাওয়া যায় না কাকু |,Neutral,0
280,"১ম বার ফেল করার পর, ২য় বার ফেল করার পর, ৩য় বার ফেল করার পর, এরপর যখনই ফেল করি। ",Neutral,0
281,"বন্ধু যখন তার কাকু কে বলে, তাতে আমার কোনো বাল্ডাও ছেরা যাবে না। ",Hateful,1
282,"বিজেপি কে শূণ্য করে দিবো, প্রতিষ্ঠা দিবসে হুকার তৃণমূল নেতার। ",Hateful,1
283,"‘সুখী মানুষ’ পড়ার পর মেয়েটিকে বুঝাচ্ছি, সূখী হতে হলে জামা না পরার গুরুত্ব। ",Neutral,0
284,আগে যেতে চাইলে উড়ে যান। সাইড দেয়ার কোন সুযোগ নাই। ,Neutral,0
285,থলের বিড়াল বেরিয়ে আসা শুরু করলেই হায়নারা ক্রসফায়ার নাটক শুরু করে। ,Hateful,1
286,স্পীড কমিয়ে জোরে জোরে মারো জান। চুদতে চুদতে পাগল করে দাও। ,Hateful,1
287,"করোনা বিবাহ, সব ঠিক আছে কিন্তু ফুলসজ্জাটা কিভাবে হবে শুনি? ",Neutral,0
288,"এই তুমি দাড়ি রাখো না কেন? দাড়ি রাখলে বয়স বেশি লাগে। তাইলে দাতগুলাও ফেলে দাও, দুধের বাচ্চা লাগবে। ",Neutral,0
289,দিহানের সব কুকীর্তি ফাস করলো আনুশকার বান্ধবী ও শিক্ষক। ,Hateful,1
290,"ফেইক আইডি দিয়া এক্সের সাথে কথা না কইলে জানতেই পারতাম না যে, আমি দুই বছর আগে এক্সিডেন্ট এ মারা গেছি। ",Neutral,0
291,গৃহবধু খুনের অভিযোগ উঠল শ^শুরবাড়ীর সদস্যদের বিরুদ্ধে। ,Hateful,1
292,সে কোথায়? যার জন্য আমি সিঙ্গেল। ,Neutral,0
293,"ক্লাশে প্রেজেন্ট দিয়ে বন্ধু যখন বসতে যায়, তখন পিছন থেকে আমি কলম খাড়া করে রাখলে যা হয়। ",Neutral,0
294,অবৈধ প্রধান মন্ত্রীর অসভ্য ভাষা। এর আর কি বলব এর তো আর কিছু বলা নাই। ,Hateful,1
295,যাওয়া ঠিক হবে না। মাইরধর করতে পারে।,Hateful,1
296,"শিকলের পরা মালা, গান গেয়ে তাক লাগিয়ে দিলেন তাহেরি হুজুর। ",Neutral,0
297,তিনদফা মাইর খাওয়ার পর আমি । ,Neutral,0
298,হঠাৎ কোনো বন্ধু যখন মেসেজ দিয়ে জিজ্ঞেস করে বিকাশে টাকা আছে?,Neutral,0
299,আমাদের প্রিয় ভূমি এভাবে খন্ডিত না দেখতে চাইলে এখনই সময় রুখে দাঁড়াবার। ,Hateful,1
300,"প্রতি মা, যা চায়। তা সব সময় হয় না। ",Neutral,0
301,"ঘটক: তোমার জিপিএ কত? পাত্র: তু খিচ মেরি ফটো, ম্যায় জে এস সি পাশ অটো। ",Hateful,1
302,"মেনশন করুন তাকে, যাকে আপনি পাবনা মানসিক হাসপাতালে ভর্তি করাতে চান। ",Neutral,0
303,"বিড়াল দুধের উপর বসা দেখে আমার ইচ্ছা, এইবার মরলে শালা বিড়াল হবো। ",Hateful,1
304,"মেয়েরা যেরকম ছেলেদের  সাথে প্রেম করে, তারপর যেরকম ছেলেকে বিয়ে করে। ",Neutral,0
305,ভাঙ্গড় চন্ডিপুরের বুকে প্রমাণ করে দিল দেড় লাখ মানুষের সামাগম করে। ,Hateful,1
306,"সবারই স্কুল জীবনে একদিন প্রেম আসে, আমারও এসেছিল,  কিন্তু দুঃখের বিষয়, সেদিন আমি স্কুলে যাইনি। ",Neutral,0
307,এই শালা তোর বন্ধু কই?   তোর বন্ধুরে আমার সামনে ডেকে আন। ,Hateful,1
308,বলদ পিটিয়ে সোজা করার কোন রেকর্ড থাকলে এসব বলদদের পিটিয়ে সোজা করার টেহুার দেয়া লাগতো সরকারীভাবে।,Hateful,1
309,মেয়েরা হাসলে টোল পরুক বা না পরুক কিন্তু ঘুমানোর সময় লুল ঠিকই পরে। ,Neutral,0
310,তুই একটা বাটপার।  মাইয়া মানুষ দেখলে হুশ থাকে না? ,Hateful,1
311,কেউ একটু বলবে? আমি কত % শয়তান? ,Neutral,0
312,"তোর কপালে জুতার বারি, হারামি।",Hateful,1
313,আনুশকাকে কোকের সাথে অচেতন করার ওষুধ দেয় দিহান। ,Hateful,1
314,"গার্লফ্রেন্ড কে কিছু দিতে চাইলে লিপিস্টিক গিফট করুন,  কারণ ওটা অন্তত ৫০% ফেরত পাওয়া যাবে। ",Neutral,0
315,মানব জীবনে এমন কিছু ডিপ্রেশন রয়েছে যা ¯্রষ্টা ছাড়া কারো কাছে শেয়ার করা যায় না। ,Neutral,0
316,"ইরফান সেলিম বরখাস্ত, তাকে গ্রেফতার করে জেলহাজতে প্রেরন করা হয়েছে। ",Hateful,1
317,চিত্রাঙ্কন আমার ভালোবাসা। তাইতো প্রতিদিন চিত্রাঙ্কন করা উচিত। ,Neutral,0
318,আওয়ামীলীগের শাসনামলে সংঘবদ্ধ ধর্ষণ বেড়েছে ছয়গুণ। ,Hateful,1
319,ওরা আমার মুখের কথায় ট্যাক্স বসাতে চায়। ,Hateful,1
320,"মেকাপ করা মেয়েদের দিকে দুবার তাকাতে হয়। একবার মুখের দিকে, আর একবার পায়ের দিকে। ",Neutral,0
321,"তুই যদি আমার হইতি, আমি হইতাম তোর। না বানাইতাম যদ্ধাপরাধী, না বানাইতাম চোর।",Hateful,1
322,রাতের বেলায় বাথরুম থেকে বেরিয়ে লাইট অফ করার পর। ,Neutral,0
323,গুয়ের সন্দেশ প্রতি কেজি ৪৫০ টাকা।,Hateful,1
324,"পলাশীর যুদ্ধ শেষে মীরজাফর, আপনার সাথে একটু বেইমানি করছি, কিছু মনে কইরেন না।",Hateful,1
325,"বলতে হবে না, পার্ট-২ আসবে, শুধু অপেক্ষা করুন। ",Neutral,0
326,কেরলে প্রকৃতির প্রতিশোধ এমনই মারাত্মক। ,Hateful,1
327,"আমরা যে জায়গায় ঢুকি, ওইটাই ছারখার কইরা দেই।",Hateful,1
328,আপনাদের ভালো লাগলে এর ২য় পর্ব বের করার জন্য বসে থাকা আমি । ,Neutral,0
329,"আজ নিজেকে আয়নায় দেখলাম, তারপর মনে হল, হ্যাঁ পৃথিবীতে এখনো নিস্পাপ লোক বেঁচে আছে। ",Neutral,0
330,আত্মগোপনে যুবলীগ-ছাত্রলীগ। শালা কুত্তালীগের জন্য কিছূ করার নাই। ,Hateful,1
331,"ভারতীয় অফিসারের রহস্যময় মৃত্যু , ধৃত স্ত্রী। ",Hateful,1
332,"তোমার মুখে দাঁড়ি তোমাকে পুলিশে ধরবে, আর তোমার মুখে দাড়ি নাই তোমাকে আল্লাহ ধরবে। ",Hateful,1
333,"পাত্র চাই উচ্চতা ৫.৬ ইঞ্চি বেকার হলেও চলবে চাকরি, আব্বাই দিব। ",Neutral,0
334,দেশকে দুর্নীতিতে চ্যাম্পিয়ন করে কালো টাকার পাহাড় গড়েছেন তারেক।,Hateful,1
335,"তেমন কিছু না, এই পাঁচশত টাকার চুরির ব্যাপারটা চাচাতো ভাইয়ের ঘাড়ে চাপিয়ে দেয়ার প্লান করলাম। ",Neutral,0
336,পোশাকের উপরই কারো চরিত্র নির্ভর করে না। ,Neutral,0
337,"জন্মদিনে মেয়েরা, হ্যাপি বার্থডে দোস্ত, কি খাওযাবি বল। এখন টাকা নাই কয়েক দিন পরে ট্রিট দিব। ",Neutral,0
338,ক্লাসে সুন্দরি ম্যাডামের আগমন ঘটলে লুচ্চা ছাত্রদের অবস্থা। ,Hateful,1
339,যাদের কথা ও কাজের মিল নেই তারা আল্লাহর নিকট ঘৃনিত। ,Hateful,1
340,ভাই ভাবীকে নিয়ে আসেন নি? না স্যার! ও প্রেগন্যান্ট। ,Neutral,0
341,মেয়েদের সেক্স উঠলে কিভাবে বুঝবেন? ৫ টি গোপন কথা জেনে নিন। ,Hateful,1
342,"দুধে-ব্রা পরে সাজুর নতুন চমক, সাজুকে হিজরা মাদারচোদদের মতো মনে হয়। ",Hateful,1
343,"গন্ধে আমার বমি আসতাছে, কি সুগন্ধি লাগাইছো রে ভাই? ",Neutral,0
344,"হিমুর প্রতি রুপার ভালোবাসা দেখার পর আমি মনে মনে, ওমাগো টুরু লাভ। ",Neutral,0
345,"তাড়াহুড়ো করে গরম চা মুখে দেয়ার পর, আমি আর পারছি না, আমার সব জ¦লছে। ",Neutral,0
346,"এইচ এস সি পরীক্ষার রেজাল্ট দেয়ার পর মিষ্টি ব্যবসায়ী,পরীক্ষার্থী ও শিক্ষা মন্ত্রনালয়ের অবস্থা। ",Neutral,0
347,অহংকার সবসময় নিজেরই বোঝার কারণ হয়ে দাড়ায়। ,Neutral,0
348,ভেবেছিলাম কম্বল এর সাথে ব্রেকআপ করে ফ্যান এর সাথে রিলেশন করবো কিন্তু এখন দেখি ছাতা আমাকে প্রোপোজ করছে। ,Neutral,0
349,ভাবলাম ফ্রেন্ডদের কথা শুনে ঐ মেয়েকে স্যরি বলে একটু ভাব করে আসি। ,Neutral,0
350,আজকে আমি পড়াব কি জানো? বাংলা সিনেমার ইতিকথা। ,Neutral,0
351,খাল কেটে কুমির আনা বিয়ে।  কুমিরের সাথে সেলফি। ,Neutral,0
352,হয় ফোন ঘাটা বন্ধ কর নয় বাড়ি থেকে বেরিয়ে যা। ,Neutral,0
353,সাহস আছে এগুলোতে উঠবার ? হার্ট দুর্বল না তো?,Hateful,1
354,সুতিয়ে লাল করে দেব। পাচা গরম করে দেব। ,Hateful,1
355,বাংলাদেশের কিছু বিখ্যাত মেধাবী ব্যক্তি। ,Neutral,0
356,"বললাম তো ঘটনা ভাইরাল হইলে আইসেন, মামলা নেবনে। ",Hateful,1
357,চাঁপাইনবাবগঞ্জে একটি ট্রলি খাদে পড়ে ৯ জন লোক নিহতের ঘঁনায় গভীর শোক প্রকাশ। ,Hateful,1
358,যন্ত্রপতি রেডী কর। আমি তোর যন্ত্রপাতি দেখতে চাই তারা তারি রেডি কর। ,Hateful,1
359,হাই! ভুলে গেলে নাকি আমাকে? ,Neutral,0
360,অসম্ভবকে সম্ভব করাই অনন্তর কাজ। ,Neutral,0
361,আজ ডাকসু অফিসে নুরদের উপর হামলাকারী ইস্কন সদস্য সনজিত চন্দ্র দাস ঢাকা বিশ^বিদ্যালয় শাখা ছাত্রলীগের সভাপতি। ,Hateful,1
362,"আমি তোর চেইন চাইনা মাগী, পেঁয়াজ দে মাগী। ",Hateful,1
363,১০ হাজার টাকার জন্য পুলিশের হাতে খুন আমাদের নিরাপত্তা কোথায়? ,Hateful,1
364,"একদিন আমি বাসের হেল্পার হবো, তোমার বাসার পাশ দিয়ে যাওয়ার সময় চিল্লাইয়া বলবো, ওস্তাদ সাবধান, ডাইনে বেঈমান। ",Hateful,1
365,"নিজেকে টিভিতে দেখতে চাও ? দুটো স্টেপ ফলো করো সবাই। স্টেপ ১- প্রথম টিভিটা বন্ধ করে দাও,স্টেপ ২ - এবার টিভির সামনে দাড়িয়ে পড়ো । ",Neutral,0
366,"রিমান্ডের মাইরে নিজের মুখে দিহান কি সব বলছে দেখুন, আনুশকার লাশ কোথায় গেলো? ",Hateful,1
367,পিলখানা হত্যাকান্ডে কিছু সাধারণ প্রশ্ন? যে প্রশ্নগুলোর জবাব মেলেনি আজও। ,Hateful,1
368,রিকশায় চেপে ঢাকনা দিয়ে খারাপ কাজ করা হারাম। ,Hateful,1
369,এটা কার জামাই হতে পারে? হুদাই মেনশন করে চ্যাতাইয়া দেন। ,Neutral,0
370,"গাড়িতে সিসি ক্যমেরা লাগানো আছে, টোনাটুনি সাবধান। ",Neutral,0
371,রাতে হালকা শীত লাগলে আমি যেভাবে কাথা টেনে নিয়ে গায় দেই। ,Neutral,0
372,বুঝতে পারলে খুঁজতে চাইবে। না বুঝতে পারলে কিছু ই না। ,Neutral,0
373,"তান্ত্রিক বামা চরণ বন কবিরাজ, অসম্ভবকে সম্ভব করাই তার কাজ। ",Neutral,0
374,কাশ্মীর সীমান্তে শতাধিক ট্যাংক পাঠাচ্ছে পাকিস্তান। ,Hateful,1
375,"গয়েশ^রকে দেখতে নয়াপল্টনে বিদ্যুৎ প্রতিমন্ত্রী, এ যেনো সর্প হইয়া দংশন করো ওঁঝা হইয়া ঝাড়ো অবস্থা। ",Hateful,1
376,"একদিন কুদ্দুস এসে যখন আমাকে বলল, ভাই, দেখতাছি আপনে খুব টেনশনে আছেন।",Neutral,0
377,"ঐতিহাসিক পলাশী দিবসে নব্য ঘসেটি বেগম, মীর জাফর ও রায় দুর্লভদের  মনে পরে। ",Hateful,1
378,"ফ্রেন্ড তো অনেক থাকে কিন্তু, কলিজার টুকরা অনেক কম থাকে। ",Neutral,0
379,আমার বুকে কি যে কষ্ট।  আমি এখন আমি কি করমু? ,Hateful,1
380,এক মাস পর বন্ধুর গার্লফ্রেন্ড|,Neutral,0
381,যাদের দোয়া ও শিক্ষায় আমাদের চলার পথ আল্লাহর পথে পরিণত হয় তাদের রক্তে রঞ্জিত করছে শেখ হাসিনার আওয়ামীলীগ।,Hateful,1
382,২০০৬ সালের ২৮ অক্টোবর লাশের উপর নৃত্যকারী নরপশু বাপ্যাদিত্য বসুর ফাঁসি চাই। ,Hateful,1
383,জোড় করে চাঁদা তুলে জুয়া খেলতেন এসআই আকবর ও জুয়াড়ি শাহিন। ,Hateful,1
384,"ধ্বংস তাদের জন্য, যারা প্রকাশ্যে ও গোপনে অপরের দোষ বলে বেড়ায়। ",Hateful,1
385,"জ¦লছে দিল্লি, বাঙালি সাংবাদিকের প্যান্ট খুলতে ধর্ম যাচাই। ",Hateful,1
386,মোদি সরকারকে চোর বলে গালি দিয়ে চ্যালেঞ্জ করেছে ভারতীয় কিষান ইন্ডিয়ানের সভাপতি। ,Hateful,1
387,"আম্মা, ছ্যাকা খাইছিৃ কি করুম এখন? এখন ডিমের সাদা অংশে পুদিনা পাতা দিয়ে নেরে নিতে হবে। ",Neutral,0
388,লাইভে এসে হুংকার দিয়ে ছেলে-মেয়েদের পাক বানানোর ওস্তাদ ইনি। ,Hateful,1
389,"ঐ শালার ঘরের শালা, কম্পিটিশন লাগাইতে চাস তুই? ",Hateful,1
390,ভারতে মুসলমান খেদাও আন্দোলনের নামে প্রচার করা হচ্ছে মুসলিম বিদ্বেষী পোস্টার-লিফলেট।,Hateful,1
391,সেটা ছিলো খুব বড় এক বিপদের সময়। ,Neutral,0
392,মৃত্যুপুরী যুক্তরাষ্ট্র ২৪ ঘন্টর রেকর্ড ১৯৭০ জনের প্রাণহানি। ,Hateful,1
393,"৫ মে রোববার, মধ্যরাতে গুলিবিদ্ধ অবস্থায় পড়ে আছে দুই হেফাজত কর্মী। ",Hateful,1
394,একদম লেটেস্ট মাল।  কে কে এই মাল কে খাইয়া ছাইড়া দিতে পারবেন? ,Hateful,1
395,যশোরে আওয়ামীলীগ নেতার চাপে দেড় শতাধিক হিন্দু পরিবারের দেশত্যাগ। ,Hateful,1
396,"গুরুপের সবাই লাইনে দাড়ান, ঈদ বোনাস দিমু। ",Neutral,0
397,"সরি বাবু বাল কাটার সময় পাই নাই, তখন ফাক বয়, ব্যাপার না বাবু চিল। ",Hateful,1
398,আমার অবস্থা দেখে আমার বন্ধুরা। ,Neutral,0
399,বাংলাদেশে একটি গোপন হামলায় খৃষ্টধর্ম গ্রহনকারী এবং খৃস্টধর্মের প্রচারকারী এক মুরতাদকে হত্যা। ,Hateful,1
400,অমনোযোগী ছাত্র/ছাত্রীদের জন্য ব্যথা মুক্তভাবে মুসলমানি করানো হয়। ,Neutral,0
401,"জানলার পাশে শব্দ হওয়ায় আমি, এই কেরে ? ",Neutral,0
402,যখন হটাৎ রাস্তায় বেস্টফ্রেন্ড এর সাথে দেখা হয়। ,Neutral,0
403,লেডি কিলার রোমিও। পাক্কা প্লে বয় রোমিও। ,Neutral,0
404,আমি তোমার কলা কাপিয়ে দেব। ,Hateful,1
405,"মেহেদী নামের ছেলেগুলা, হাজারো মেয়ের জীবন নিয়ে খেলা করে।",Neutral,0
406,ভারত কে সব দিয়ে এলেও আমি কিন্তু খালি হাতে ফিরিনি। এনেছি এই দোনের আশ^াস। ,Hateful,1
407,"জীবনে তো চুরি বাটপারী করে কম ম্যাচ জিতলি না সেগুলি কি করলি? মাম নম ওয়াস্তে একটা ম্যাচ ভিক্ষা দেন,বিড়ি খামু। ",Hateful,1
408,চারবার আমাকে হত্যার চেষ্টা করা হয়েছে। ,Hateful,1
409,"আমি আর আমার বন্ধু যখন বলি হালায় এক নম্বর কুত্তা, তখন পাশ থেকে হেটে যাওয়া লোক। ",Neutral,0
410,"পরীক্ষা দিয়ে বেরোনো ছাত্র আর অপারেশন করে বেরোনো ডাক্তার দুজনের বক্তবই এক, ভালো হয়েছে তবে এখন কিছু বলা যাচ্ছে না। ",Neutral,0
411,"আচ্ছা, লাইফের সব সমস্যা ঐ ২০ জন কে মেসেজ ফরোয়ার্ড ন করার কারনেই হচ্ছে না তো। ",Neutral,0
412,"যখন দেখবে কলকাতার দাদারা আমার প্রশংসা করছে, তখনই বুঝবে যে আমি আমার দেশের বিরুদ্ধে কাজ করছি। ",Hateful,1
413,বাবা বলোতো বেনানা শব্দের অর্থ কি? যার কোন নানা নাই তাকেই বেনানা বলে। ,Neutral,0
414,জাপান আমাদের থেকে কেন এতো বেশি উন্নত? ,Neutral,0
415,"মাসের প্রথম এত্তগুলা বড়লোক মনে হয়, রাজকীয়ভাবে জীবনযাপন করি। কিন্তু মাসের শেষে মনে হয়, ২ টা কিডনী থাকা কি খুব জরুরী?",Neutral,0
416,বাসায় এসে মা যখন আমাকে আদর করে ঘরে ঢুকায়|,Neutral,0
417,চাঁদাবাজ আকবরের পদে এসআই জুয়াড়ি শাহিন পরে বদলি। ,Hateful,1
418,"এই শীতে জামাই চাই, জামাই চাই। ",Neutral,0
419,বাসায় এসে ভাবতে থাকি কেমনে ঐ মেয়েরে আমার প্রেমে ফেলানো যায়। ,Neutral,0
420,ওদিকে পাকিস্তান হামলা করছে আর তোরা এখানে হিন্দু মুসলমান নিয়ে লাড়াই করছিস। ভুলে যাসনা আমরা সবাই ভারতীয় আমাদের শত্রু পাকিস্তান। ,Hateful,1
421,বাংলাদেশি ও রোহিঙ্গাদের গুলি করা উচিৎ। ,Hateful,1
422,এই মেয়ের সাহস দেখলে অবাক হয়ে যাবেন। ,Hateful,1
423,"যখন আব্বু বলে, যা আগামী এক সপ্তাহের ভিতর তোর বিয়ে দিবো। তখন আমি,  কি যে বলেন আব্বু?",Neutral,0
424,"হেসে যা পাগলা। হেসে যা , হেসে যা ",Neutral,0
425,"প্রেম করবে গোপনে আর কষ্ট প্রকাশ করবে সবার সামনে। সুটিয়ে লাল করে দেবো, নোংরামি বার করে দেবো। ",Hateful,1
426,"এতক্ষণ আল্লারে গাঞ্জা খাওয়াইতাছিলেন, এখন দেখি তারে দিয়া পু মারাইতাছেন। ",Hateful,1
427,"চুদে চাটনি, বেকার খাটনি। ",Hateful,1
428,"বাড়িতে বসে থাকতে থাকতে , কলা যখন শিল্প কলা হয়ে যাবে ধরতে পারবেন না। ",Neutral,0
429,"যখন শুনি গ্রামের চাচাতো ভাই আমাদের এখানে চাকরীর সন্ধানে এসছে, তখন আমি। ",Neutral,0
430,পাড়ার ক্রিকেটে ছয় মেরে বল হারিয়ে ফেলার পর যখন নতুন বল কিনে দিতে হয়। ,Neutral,0
431,মনে হয় পায়খানায় বসে ছবি তুলছে। দেখে তো তেমনই মনে হয়। ,Neutral,0
